herkunft,geschlecht,name,preis,zimmer,flaeche,stadt,einladung
türkisch,männlich,Haimt Yilmaz,440,2,47,köln,TRUE
polnisch,männlich,Mikolaj Janowski,440,2,47,köln,TRUE
italienisch,weiblich,Vittoria di Lauro,910,2,53,münchen,FALSE
deutsch,weiblich,Nina Weiss,910,2,53,münchen,FALSE
arabisch,weiblich,Maryam Abedini,910,2,53,münchen,FALSE
deutsch,männlich,Lovis Kuhn,432,1,36,köln,TRUE
deutsch,männlich,Stephan Braun,432,1,36,köln,TRUE
deutsch,männlich,Carsten Meier,432,1,36,köln,TRUE
arabisch,männlich,Ismail Hamed,432,1,36,köln,TRUE
polnisch,männlich,Mikolaj Janowski,330,2,50,dortmund,FALSE
deutsch,männlich,Lovis Kuhn,330,2,50,dortmund,FALSE
polnisch,männlich,Mikolaj Janowski,550,1.5,42,hamburg,TRUE
deutsch,männlich,Stephan Braun,330,2,50,dortmund,TRUE
deutsch,männlich,Carsten Meier,330,2,50,dortmund,TRUE
türkisch,männlich,Haimt Yilmaz,330,2,50,dortmund,FALSE
deutsch,weiblich,Hanna Berg,575,2,50,hamburg,TRUE
polnisch,weiblich,Milena Adamowicz,575,2,50,hamburg,TRUE
italienisch,weiblich,Vittoria di Lauro,575,2,50,hamburg,TRUE
deutsch,weiblich,Nina Weiss,470,1,47,nürnberg,TRUE
italienisch,weiblich,Vittoria di Lauro,470,1,47,nürnberg,TRUE
türkisch,weiblich,Aylin Demirci,387.14,2,34.2,frankfurt,TRUE
deutsch,weiblich,Hanna Berg,387.14,2,34.2,frankfurt,TRUE
polnisch,weiblich,Milena Adamowicz,387.14,2,34.2,frankfurt,TRUE
polnisch,weiblich,Milena Adamowicz,185,1.5,37,dortmund,TRUE
türkisch,weiblich,Aylin Demirci,370,3,56.92,leipzig,TRUE
italienisch,weiblich,Vittoria di Lauro,370,3,56.92,leipzig,TRUE
deutsch,weiblich,Hanna Berg,370,3,56.92,leipzig,TRUE
deutsch,männlich,Daniel Buschle,350,2,50,berlin,TRUE
türkisch,männlich,Haimt Yilmaz,350,2,50,berlin,TRUE
deutsch,weiblich,Nina Weiss,441.9,2,60,berlin,TRUE
türkisch,weiblich,Aylin Demirci,441.9,2,60,berlin,TRUE
polnisch,weiblich,Milena Adamowicz,441.9,2,60,berlin,TRUE
deutsch,männlich,Stephan Braun,550,1.5,42,hamburg,TRUE
italienisch,männlich,Stefano Loguercio,550,1.5,42,hamburg,TRUE
deutsch,weiblich,Nina Weiss,340,2,41,leipzig,TRUE
türkisch,weiblich,Aylin Demirci,340,2,41,leipzig,TRUE
arabisch,weiblich,Maryam Abedini,340,2,41,leipzig,TRUE
deutsch,männlich,Daniel Buschle,482,1,42.88,berlin,TRUE
arabisch,männlich,Ismail Hamed,486.14,1,44.6,berlin,TRUE
deutsch,männlich,Daniel Buschle,486.14,1,44.6,berlin,TRUE
deutsch,männlich,Lovis Kuhn,486.14,1,44.6,berlin,TRUE
deutsch,männlich,Carsten Meier,486.14,1,44.6,berlin,TRUE
deutsch,weiblich,Nina Weiss,339.49,2,38.15,berlin,TRUE
deutsch,männlich,Stephan Braun,325,2,53.5,dresden,TRUE
italienisch,weiblich,Vittoria di Lauro,278.73,1,31.1,berlin,TRUE
deutsch,weiblich,Nina Weiss,278.73,1,31.1,berlin,TRUE
deutsch,weiblich,Nina Weiss,278.73,1,31.1,berlin,TRUE
türkisch,männlich,Haimt Yilmaz,325,2,53.5,dresden,TRUE
arabisch,weiblich,Maryam Abedini,490,1,41,frankfurt,TRUE
deutsch,männlich,Daniel Buschle,490,2,54,köln,TRUE
türkisch,männlich,Haimt Yilmaz,490,2,54,köln,TRUE
deutsch,weiblich,Nina Weiss,490,1,41,frankfurt,TRUE
deutsch,männlich,Daniel Buschle,500,2,52,nürnberg,TRUE
türkisch,männlich,Haimt Yilmaz,500,2,52,nürnberg,TRUE
italienisch,weiblich,Vittoria di Lauro,278.73,1,31.1,berlin,TRUE
deutsch,weiblich,Nina Weiss,309.21,2,52.32,hamburg,TRUE
deutsch,männlich,Lovis Kuhn,240,2,48,dresden,TRUE
deutsch,weiblich,Nina Weiss,600,1,49,hamburg,TRUE
deutsch,männlich,Stephan Braun,585,1.5,52,hamburg,TRUE
italienisch,weiblich,Vittoria di Lauro,600,1,49,hamburg,TRUE
polnisch,weiblich,Milena Adamowicz,600,1,49,hamburg,FALSE
türkisch,männlich,Haimt Yilmaz,585,1.5,52,hamburg,TRUE
türkisch,weiblich,Aylin Demirci,403,3,59.16,nürnberg,TRUE
türkisch,weiblich,Aylin Demirci,403,3,59.16,nürnberg,TRUE
deutsch,weiblich,Hanna Berg,403,3,59.16,nürnberg,TRUE
italienisch,weiblich,Vittoria di Lauro,403,3,59.16,nürnberg,TRUE
deutsch,männlich,Carsten Meier,460,2.5,59.63,frankfurt,TRUE
deutsch,männlich,Daniel Buschle,460,2.5,59.63,frankfurt,TRUE
deutsch,männlich,Lovis Kuhn,460,2.5,59.63,frankfurt,TRUE
türkisch,männlich,Haimt Yilmaz,650,2,54,frankfurt,TRUE
deutsch,männlich,Daniel Buschle,650,2,54,frankfurt,TRUE
arabisch,männlich,Ismail Hamed,650,2,54,frankfurt,TRUE
türkisch,männlich,Haimt Yilmaz,460,2.5,59.63,frankfurt,TRUE
deutsch,männlich,Stephan Braun,470,2.5,49,hamburg,TRUE
deutsch,männlich,Stephan Braun,448.8,2,51,nürnberg,FALSE
deutsch,männlich,Stephan Braun,300,2,55,leipzig,TRUE
deutsch,männlich,Lovis Kuhn,440,2,59.74,berlin,TRUE
arabisch,männlich,Ismail Hamed,300,2,55,leipzig,TRUE
deutsch,männlich,Carsten Meier,240,1,33.86,dresden,TRUE
deutsch,männlich,Carsten Meier,450,1,34,hamburg,TRUE
polnisch,männlich,Mikolaj Janowski,300,2,55,leipzig,TRUE
deutsch,männlich,Carsten Meier,495,2,38,frankfurt,TRUE
deutsch,männlich,Lovis Kuhn,240,1,33.86,dresden,TRUE
arabisch,weiblich,Maryam Abedini,275,1,49,leipzig,TRUE
deutsch,männlich,Daniel Buschle,495,2,38,frankfurt,TRUE
deutsch,männlich,Lovis Kuhn,397,2,53.66,dresden,TRUE
türkisch,weiblich,Aylin Demirci,275,1,49,leipzig,TRUE
deutsch,weiblich,Hanna Berg,275,1,49,leipzig,TRUE
polnisch,männlich,Mikolaj Janowski,620,2,49.5,hamburg,TRUE
arabisch,weiblich,Maryam Abedini,283.97,2.5,55.68,leipzig,TRUE
italienisch,weiblich,Vittoria di Lauro,283.97,2.5,55.68,leipzig,TRUE
polnisch,weiblich,Milena Adamowicz,395,1.5,45,köln,TRUE
arabisch,weiblich,Maryam Abedini,450,2,52,nürnberg,TRUE
deutsch,weiblich,Hanna Berg,450,2,52,nürnberg,TRUE
arabisch,männlich,Ismail Hamed,460,2,40,köln,FALSE
deutsch,männlich,Daniel Buschle,460,2,40,köln,FALSE
polnisch,männlich,Mikolaj Janowski,460,2,40,köln,FALSE
türkisch,weiblich,Aylin Demirci,450,2,52,nürnberg,FALSE
deutsch,männlich,Carsten Meier,340,2,57,leipzig,TRUE
deutsch,weiblich,Nina Weiss,524,2,56,hamburg,TRUE
polnisch,weiblich,Milena Adamowicz,524,2,56,hamburg,TRUE
türkisch,weiblich,Aylin Demirci,524,2,56,hamburg,TRUE
türkisch,weiblich,Aylin Demirci,500,2,56,nürnberg,TRUE
italienisch,weiblich,Vittoria di Lauro,500,2,56,nürnberg,TRUE
deutsch,weiblich,Hanna Berg,500,2,56,nürnberg,TRUE
deutsch,weiblich,Hanna Berg,660,1,33,münchen,TRUE
deutsch,männlich,Carsten Meier,440,2,59.74,berlin,TRUE
deutsch,männlich,Stephan Braun,440,2,59.74,berlin,TRUE
türkisch,männlich,Haimt Yilmaz,440,2,59.74,berlin,TRUE
deutsch,männlich,Lovis Kuhn,440,2,59.74,berlin,TRUE
deutsch,männlich,Daniel Buschle,740,2,60,frankfurt,TRUE
italienisch,weiblich,Vittoria di Lauro,305,1.5,43,magdeburg,FALSE
deutsch,weiblich,Nina Weiss,305,1.5,43,magdeburg,TRUE
arabisch,weiblich,Maryam Abedini,305,1.5,43,magdeburg,FALSE
polnisch,männlich,Mikolaj Janowski,283.08,2,47.18,magdeburg,TRUE
deutsch,männlich,Daniel Buschle,283.08,2,47.18,magdeburg,TRUE
deutsch,weiblich,Nina Weiss,309.21,2,52.32,hamburg,TRUE
deutsch,männlich,Daniel Buschle,451,2,52,berlin,TRUE
deutsch,männlich,Daniel Buschle,440,1,40,berlin,TRUE
polnisch,weiblich,Milena Adamowicz,525,2,53.61,berlin,TRUE
deutsch,weiblich,Hanna Berg,525,2,53.61,berlin,TRUE
italienisch,weiblich,Vittoria di Lauro,525,2,53.61,berlin,TRUE
arabisch,männlich,Ismail Hamed,440,1,40,berlin,TRUE
deutsch,männlich,Carsten Meier,310,2,55.31,leipzig,TRUE
deutsch,männlich,Lovis Kuhn,310,2,55.31,leipzig,TRUE
arabisch,weiblich,Maryam Abedini,539,2,49,köln,TRUE
deutsch,weiblich,Nina Weiss,539,2,49,köln,TRUE
deutsch,männlich,Lovis Kuhn,340,2,57,leipzig,TRUE
polnisch,männlich,Mikolaj Janowski,451,2,52,berlin,TRUE
deutsch,weiblich,Nina Weiss,560,2,59,köln,TRUE
türkisch,männlich,Haimt Yilmaz,420,2,59,berlin,TRUE
deutsch,männlich,Carsten Meier,420,2,59,berlin,TRUE
arabisch,männlich,Ismail Hamed,440,1,40,berlin,TRUE
arabisch,männlich,Ismail Hamed,420,2,59,berlin,TRUE
deutsch,männlich,Daniel Buschle,440,1,40,berlin,TRUE
deutsch,weiblich,Hanna Berg,350,1.5,36,hamburg,FALSE
arabisch,weiblich,Maryam Abedini,350,1.5,36,hamburg,FALSE
italienisch,weiblich,Vittoria di Lauro,350,1.5,36,hamburg,FALSE
arabisch,männlich,Ismail Hamed,450,1,32,köln,TRUE
deutsch,weiblich,Hanna Berg,350,1.5,36,hamburg,FALSE
italienisch,weiblich,Vittoria di Lauro,350,1.5,36,hamburg,FALSE
deutsch,weiblich,Hanna Berg,350,1.5,36,hamburg,FALSE
arabisch,weiblich,Maryam Abedini,350,1.5,36,hamburg,FALSE
italienisch,weiblich,Vittoria di Lauro,350,1.5,36,hamburg,FALSE
deutsch,männlich,Daniel Buschle,545,2,50,hamburg,FALSE
türkisch,männlich,Haimt Yilmaz,545,2,50,hamburg,FALSE
arabisch,männlich,Ismail Hamed,545,2,50,hamburg,FALSE
deutsch,weiblich,Nina Weiss,515,2,51,hamburg,TRUE
polnisch,weiblich,Milena Adamowicz,515,2,51,hamburg,TRUE
arabisch,weiblich,Maryam Abedini,515,2,51,hamburg,TRUE
polnisch,weiblich,Milena Adamowicz,510,1,36,hamburg,TRUE
türkisch,weiblich,Aylin Demirci,510,1,36,hamburg,TRUE
deutsch,weiblich,Nina Weiss,510,1,36,hamburg,TRUE
deutsch,männlich,Carsten Meier,500,1,42,berlin,TRUE
deutsch,männlich,Lovis Kuhn,500,1,42,berlin,TRUE
türkisch,männlich,Haimt Yilmaz,500,1,42,berlin,TRUE
arabisch,männlich,Ismail Hamed,357,1,30.12,hamburg,TRUE
deutsch,weiblich,Hanna Berg,620,2,30,köln,TRUE
arabisch,weiblich,Maryam Abedini,395,2,50,hamburg,TRUE
deutsch,männlich,Lovis Kuhn,357,1,30.12,hamburg,TRUE
deutsch,männlich,Stephan Braun,186.2,2,44.33,dortmund,TRUE
deutsch,weiblich,Nina Weiss,395,2,50,hamburg,TRUE
deutsch,männlich,Stephan Braun,211.8,2,46.47,dortmund,TRUE
türkisch,männlich,Haimt Yilmaz,211.8,2,46.47,dortmund,TRUE
deutsch,männlich,Stephan Braun,357,1,30.12,hamburg,TRUE
polnisch,männlich,Mikolaj Janowski,186.2,2,44.33,dortmund,TRUE
türkisch,männlich,Haimt Yilmaz,211.8,2,46.47,dortmund,TRUE
deutsch,männlich,Carsten Meier,357,1,30.12,hamburg,TRUE
deutsch,männlich,Carsten Meier,357,1,30.12,hamburg,TRUE
deutsch,männlich,Stephan Braun,427.3,3,57.2,nürnberg,TRUE
polnisch,männlich,Mikolaj Janowski,427.3,3,57.2,nürnberg,TRUE
türkisch,männlich,Haimt Yilmaz,427.3,3,57.2,nürnberg,TRUE
deutsch,männlich,Carsten Meier,340,2,57,leipzig,TRUE
polnisch,weiblich,Milena Adamowicz,395,2,50,hamburg,TRUE
türkisch,männlich,Haimt Yilmaz,357,1,30.12,hamburg,TRUE
deutsch,männlich,Lovis Kuhn,259.74,2,52.83,dortmund,TRUE
italienisch,männlich,Stefano Loguercio,259.74,2,52.83,dortmund,TRUE
deutsch,weiblich,Nina Weiss,252,2,49,magdeburg,TRUE
deutsch,männlich,Carsten Meier,259.74,2,52.83,dortmund,TRUE
deutsch,männlich,Daniel Buschle,259.74,2,52.83,dortmund,TRUE
italienisch,weiblich,Vittoria di Lauro,252,2,49,magdeburg,TRUE
türkisch,männlich,Haimt Yilmaz,259.74,2,52.83,dortmund,TRUE
deutsch,weiblich,Nina Weiss,316.58,2,55.54,magdeburg,TRUE
italienisch,weiblich,Vittoria di Lauro,316.58,2,55.54,magdeburg,TRUE
arabisch,weiblich,Maryam Abedini,316.58,2,55.54,magdeburg,TRUE
türkisch,weiblich,Aylin Demirci,371.78,2,51.6,berlin,TRUE
polnisch,weiblich,Milena Adamowicz,371.78,2,51.6,berlin,TRUE
deutsch,männlich,Carsten Meier,495,2,38,frankfurt,TRUE
italienisch,weiblich,Vittoria di Lauro,360,1,36,nürnberg,FALSE
deutsch,weiblich,Hanna Berg,360,1,36,nürnberg,FALSE
deutsch,weiblich,Hanna Berg,360,1,36,nürnberg,FALSE
arabisch,weiblich,Maryam Abedini,360,1,36,nürnberg,FALSE
deutsch,weiblich,Nina Weiss,371.78,2,51.6,berlin,TRUE
deutsch,weiblich,Hanna Berg,395,1.5,45,köln,TRUE
deutsch,weiblich,Nina Weiss,885,2,59,münchen,TRUE
türkisch,weiblich,Aylin Demirci,309.21,2,52.32,hamburg,TRUE
italienisch,weiblich,Vittoria di Lauro,395,1.5,45,köln,TRUE
polnisch,weiblich,Milena Adamowicz,309.21,2,52.32,hamburg,TRUE
arabisch,weiblich,Maryam Abedini,505,2,39.5,nürnberg,TRUE
italienisch,weiblich,Vittoria di Lauro,505,2,39.5,nürnberg,TRUE
deutsch,weiblich,Nina Weiss,505,2,39.5,nürnberg,TRUE
arabisch,männlich,Ismail Hamed,539,1,32.07,köln,TRUE
italienisch,männlich,Stefano Loguercio,539,1,32.07,köln,TRUE
deutsch,männlich,Stephan Braun,539,1,32.07,köln,TRUE
deutsch,männlich,Stephan Braun,370,1,33,köln,FALSE
italienisch,weiblich,Vittoria di Lauro,266,1,32.64,dresden,TRUE
türkisch,weiblich,Aylin Demirci,195,2,30.59,leipzig,TRUE
arabisch,weiblich,Maryam Abedini,195,2,30.59,leipzig,TRUE
deutsch,weiblich,Nina Weiss,195,2,30.59,leipzig,TRUE
arabisch,weiblich,Maryam Abedini,482,2,56.59,dresden,TRUE
italienisch,männlich,Stefano Loguercio,525,2,60,köln,TRUE
deutsch,männlich,Daniel Buschle,525,2,60,köln,TRUE
polnisch,männlich,Mikolaj Janowski,525,2,60,köln,TRUE
deutsch,weiblich,Hanna Berg,620,2,30,köln,TRUE
türkisch,weiblich,Aylin Demirci,620,2,30,köln,TRUE
polnisch,weiblich,Milena Adamowicz,620,2,30,köln,TRUE
deutsch,männlich,Stephan Braun,495,2,56.31,berlin,TRUE
italienisch,männlich,Stefano Loguercio,495,2,56.31,berlin,TRUE
polnisch,männlich,Mikolaj Janowski,495,2,56.31,berlin,TRUE
deutsch,weiblich,Nina Weiss,230,2,44.52,leipzig,TRUE
italienisch,weiblich,Vittoria di Lauro,230,2,44.52,leipzig,TRUE
deutsch,weiblich,Nina Weiss,373.9,2,49.85,berlin,FALSE
polnisch,männlich,Mikolaj Janowski,424.4,1,42.44,köln,FALSE
arabisch,männlich,Ismail Hamed,424.4,1,42.44,köln,FALSE
deutsch,männlich,Stephan Braun,650,1,50,münchen,TRUE
türkisch,männlich,Haimt Yilmaz,650,1,50,münchen,TRUE
türkisch,weiblich,Aylin Demirci,403,2,51,nürnberg,TRUE
polnisch,weiblich,Milena Adamowicz,403,2,51,nürnberg,TRUE
deutsch,weiblich,Nina Weiss,403,2,51,nürnberg,TRUE
deutsch,weiblich,Hanna Berg,313.09,2,48.92,nürnberg,TRUE
polnisch,weiblich,Milena Adamowicz,313.09,2,48.92,nürnberg,TRUE
arabisch,weiblich,Maryam Abedini,313.09,2,48.92,nürnberg,TRUE
deutsch,männlich,Stephan Braun,490,2,59,berlin,TRUE
türkisch,männlich,Haimt Yilmaz,490,2,59,berlin,TRUE
deutsch,männlich,Daniel Buschle,378,2.5,60,dortmund,FALSE
türkisch,männlich,Haimt Yilmaz,378,2.5,60,dortmund,FALSE
polnisch,männlich,Mikolaj Janowski,473,3,59.59,dresden,TRUE
türkisch,weiblich,Aylin Demirci,320,1,38.55,dresden,TRUE
polnisch,weiblich,Milena Adamowicz,482,2,56.59,dresden,TRUE
deutsch,männlich,Daniel Buschle,327,2,48,dortmund,FALSE
italienisch,männlich,Stefano Loguercio,327,2,48,dortmund,FALSE
türkisch,männlich,Haimt Yilmaz,327,2,48,dortmund,FALSE
polnisch,weiblich,Milena Adamowicz,566.68,2,59.65,hamburg,TRUE
türkisch,männlich,Haimt Yilmaz,450,1,32,köln,TRUE
deutsch,männlich,Daniel Buschle,380,1,32,köln,TRUE
polnisch,männlich,Mikolaj Janowski,380,1,32,köln,TRUE
arabisch,weiblich,Maryam Abedini,600,2,46.5,hamburg,FALSE
italienisch,weiblich,Vittoria di Lauro,600,2,46.5,hamburg,FALSE
polnisch,weiblich,Milena Adamowicz,270,1,49.82,leipzig,TRUE
deutsch,weiblich,Hanna Berg,600,2,46.5,hamburg,FALSE
polnisch,weiblich,Milena Adamowicz,265,1.5,30,dresden,TRUE
deutsch,weiblich,Hanna Berg,265,1.5,30,dresden,TRUE
deutsch,männlich,Daniel Buschle,275,2,45,dortmund,TRUE
italienisch,männlich,Stefano Loguercio,275,2,45,dortmund,TRUE
deutsch,männlich,Daniel Buschle,860,1,34,münchen,FALSE
polnisch,männlich,Mikolaj Janowski,243.96,1,40.66,magdeburg,FALSE
polnisch,männlich,Mikolaj Janowski,215,1.5,31.23,leipzig,TRUE
türkisch,weiblich,Aylin Demirci,595,2,54,frankfurt,TRUE
deutsch,männlich,Daniel Buschle,215,1.5,31.23,leipzig,TRUE
deutsch,männlich,Stephan Braun,515,2,47.84,hamburg,TRUE
deutsch,männlich,Carsten Meier,450,1,34,frankfurt,TRUE
arabisch,männlich,Ismail Hamed,860,1,34,münchen,FALSE
deutsch,weiblich,Nina Weiss,595,2,54,frankfurt,TRUE
arabisch,männlich,Ismail Hamed,380,1,31,frankfurt,TRUE
arabisch,männlich,Ismail Hamed,380,1,31,frankfurt,TRUE
deutsch,männlich,Daniel Buschle,380,1,31,frankfurt,TRUE
deutsch,männlich,Daniel Buschle,860,1,34,münchen,FALSE
arabisch,weiblich,Maryam Abedini,570,2,55,köln,TRUE
türkisch,weiblich,Aylin Demirci,357,1,31,nürnberg,TRUE
arabisch,weiblich,Maryam Abedini,357,1,31,nürnberg,TRUE
türkisch,weiblich,Aylin Demirci,570,2,55,köln,TRUE
arabisch,männlich,Ismail Hamed,860,1,34,münchen,FALSE
türkisch,männlich,Haimt Yilmaz,366,2,42.56,nürnberg,FALSE
polnisch,weiblich,Milena Adamowicz,440,1,33,frankfurt,TRUE
deutsch,weiblich,Nina Weiss,570,2,55,köln,TRUE
deutsch,weiblich,Hanna Berg,440,1,33,frankfurt,TRUE
polnisch,männlich,Mikolaj Janowski,380,1,31,frankfurt,TRUE
deutsch,weiblich,Hanna Berg,300,1,56.08,magdeburg,TRUE
polnisch,weiblich,Milena Adamowicz,300,1,56.08,magdeburg,TRUE
italienisch,männlich,Stefano Loguercio,860,1,34,münchen,FALSE
deutsch,männlich,Stephan Braun,450,1,30,frankfurt,TRUE
italienisch,weiblich,Vittoria di Lauro,225,2,45,dortmund,TRUE
arabisch,weiblich,Maryam Abedini,225,2,45,dortmund,TRUE
deutsch,weiblich,Hanna Berg,225,2,45,dortmund,TRUE
deutsch,weiblich,Nina Weiss,910,2,53,münchen,FALSE
polnisch,männlich,Mikolaj Janowski,380,1,31,frankfurt,TRUE
arabisch,weiblich,Maryam Abedini,430,1,43,berlin,TRUE
deutsch,weiblich,Hanna Berg,430,1,43,berlin,TRUE
italienisch,weiblich,Vittoria di Lauro,430,1,43,berlin,TRUE
deutsch,weiblich,Hanna Berg,279,2,58.4,dortmund,TRUE
türkisch,weiblich,Aylin Demirci,341,2,42.92,hamburg,TRUE
deutsch,männlich,Carsten Meier,345,2,36.41,hamburg,TRUE
arabisch,männlich,Ismail Hamed,345,2,36.41,hamburg,TRUE
polnisch,männlich,Mikolaj Janowski,289,2,49.45,dortmund,TRUE
deutsch,weiblich,Nina Weiss,394.95,2,59,hamburg,TRUE
polnisch,weiblich,Milena Adamowicz,279,2,58.4,dortmund,TRUE
italienisch,männlich,Stefano Loguercio,289,2,49.45,dortmund,TRUE
arabisch,weiblich,Maryam Abedini,394.95,2,59,hamburg,TRUE
deutsch,weiblich,Nina Weiss,200,1,35,magdeburg,TRUE
italienisch,weiblich,Vittoria di Lauro,341,2,42.92,hamburg,TRUE
türkisch,männlich,Haimt Yilmaz,345,2,36.41,hamburg,TRUE
deutsch,männlich,Lovis Kuhn,345,2,36.41,hamburg,TRUE
arabisch,männlich,Ismail Hamed,660,2,55,hamburg,TRUE
italienisch,männlich,Stefano Loguercio,660,2,55,hamburg,TRUE
deutsch,männlich,Daniel Buschle,660,2,55,hamburg,TRUE
deutsch,männlich,Stephan Braun,289,2,49.45,dortmund,TRUE
deutsch,weiblich,Hanna Berg,341,2,42.92,hamburg,TRUE
deutsch,männlich,Lovis Kuhn,297.06,2,49.51,dresden,TRUE
türkisch,weiblich,Aylin Demirci,300,2,51,dortmund,TRUE
deutsch,männlich,Carsten Meier,297.06,2,49.51,dresden,TRUE
polnisch,weiblich,Milena Adamowicz,300,2,51,dortmund,TRUE
polnisch,weiblich,Milena Adamowicz,300,2,51,dortmund,TRUE
deutsch,männlich,Daniel Buschle,345,2,36.41,hamburg,TRUE
italienisch,weiblich,Vittoria di Lauro,279,2,58.4,dortmund,TRUE
arabisch,männlich,Ismail Hamed,600,2,49,hamburg,TRUE
türkisch,männlich,Haimt Yilmaz,600,2,49,hamburg,TRUE
deutsch,männlich,Stephan Braun,650,1,42,frankfurt,TRUE
deutsch,männlich,Stephan Braun,600,2,49,hamburg,TRUE
türkisch,männlich,Haimt Yilmaz,650,1,42,frankfurt,TRUE
italienisch,weiblich,Vittoria di Lauro,327.47,1,36.96,hamburg,TRUE
deutsch,männlich,Daniel Buschle,434.44,2,56.1,hamburg,FALSE
italienisch,männlich,Stefano Loguercio,434.44,2,56.1,hamburg,FALSE
türkisch,weiblich,Aylin Demirci,265,2,48,dortmund,TRUE
italienisch,weiblich,Vittoria di Lauro,265,2,48,dortmund,TRUE
deutsch,weiblich,Hanna Berg,265,2,48,dortmund,TRUE
arabisch,weiblich,Maryam Abedini,394.95,2,59,hamburg,TRUE
deutsch,weiblich,Nina Weiss,394.95,2,59,hamburg,TRUE
türkisch,weiblich,Aylin Demirci,394.95,2,59,hamburg,TRUE
türkisch,männlich,Haimt Yilmaz,350,3,60,dortmund,FALSE
arabisch,männlich,Ismail Hamed,350,3,60,dortmund,FALSE
deutsch,männlich,Stephan Braun,393.28,2,43.23,berlin,TRUE
italienisch,männlich,Stefano Loguercio,393.28,2,43.23,berlin,TRUE
polnisch,männlich,Mikolaj Janowski,393.28,2,43.23,berlin,TRUE
deutsch,männlich,Stephan Braun,350,3,60,dortmund,TRUE
deutsch,weiblich,Nina Weiss,265,2,46.4,leipzig,TRUE
deutsch,männlich,Daniel Buschle,275,2,46.01,leipzig,FALSE
polnisch,männlich,Mikolaj Janowski,275,2,46.01,leipzig,TRUE
arabisch,männlich,Ismail Hamed,275,2,46.01,leipzig,FALSE
polnisch,weiblich,Milena Adamowicz,399.73,3,58.44,berlin,TRUE
arabisch,weiblich,Maryam Abedini,356.07,2,50.42,berlin,TRUE
arabisch,weiblich,Maryam Abedini,399.73,3,58.44,berlin,TRUE
deutsch,weiblich,Nina Weiss,399.73,3,58.44,berlin,TRUE
deutsch,weiblich,Hanna Berg,356.07,2,50.42,berlin,TRUE
polnisch,weiblich,Milena Adamowicz,277.19,1,32.39,berlin,TRUE
deutsch,männlich,Stephan Braun,383.77,1,59.87,berlin,TRUE
polnisch,weiblich,Milena Adamowicz,395,1,31,köln,TRUE
türkisch,weiblich,Aylin Demirci,395,1,31,köln,TRUE
deutsch,weiblich,Nina Weiss,395,1,31,köln,TRUE
deutsch,männlich,Daniel Buschle,355,2,50,dortmund,TRUE
deutsch,weiblich,Hanna Berg,470,1,32,frankfurt,TRUE
polnisch,weiblich,Milena Adamowicz,470,1,32,frankfurt,TRUE
deutsch,männlich,Lovis Kuhn,495,1,33,köln,TRUE
türkisch,männlich,Haimt Yilmaz,495,1,33,köln,TRUE
polnisch,männlich,Mikolaj Janowski,495,1,33,köln,TRUE
türkisch,männlich,Haimt Yilmaz,360,1,30,hamburg,TRUE
deutsch,männlich,Daniel Buschle,360,1,30,hamburg,TRUE
deutsch,männlich,Carsten Meier,495,1,33,köln,TRUE
italienisch,weiblich,Vittoria di Lauro,300,1,56.08,magdeburg,TRUE
deutsch,männlich,Stephan Braun,495,1,33,köln,TRUE
deutsch,weiblich,Hanna Berg,300,1,56.08,magdeburg,TRUE
polnisch,weiblich,Milena Adamowicz,300,1,56.08,magdeburg,TRUE
türkisch,männlich,Haimt Yilmaz,457,1.5,40,hamburg,FALSE
deutsch,männlich,Stephan Braun,457,1.5,40,hamburg,FALSE
deutsch,männlich,Daniel Buschle,367.39,1,34.84,berlin,FALSE
arabisch,weiblich,Maryam Abedini,549,1,35.86,köln,FALSE
deutsch,weiblich,Hanna Berg,400,2,52,nürnberg,TRUE
deutsch,weiblich,Nina Weiss,549,1,35.86,köln,FALSE
italienisch,weiblich,Vittoria di Lauro,549,1,35.86,köln,FALSE
italienisch,weiblich,Vittoria di Lauro,356.07,2,50.42,berlin,TRUE
deutsch,männlich,Daniel Buschle,599,2,55,frankfurt,TRUE
türkisch,männlich,Haimt Yilmaz,599,2,55,frankfurt,TRUE
deutsch,männlich,Carsten Meier,455,2,53.5,dresden,TRUE
deutsch,männlich,Daniel Buschle,366,2,42.56,nürnberg,TRUE
arabisch,männlich,Ismail Hamed,366,2,42.56,nürnberg,TRUE
türkisch,männlich,Haimt Yilmaz,366,2,42.56,nürnberg,TRUE
polnisch,männlich,Mikolaj Janowski,200,2,37.06,magdeburg,TRUE
deutsch,männlich,Daniel Buschle,200,2,37.06,magdeburg,TRUE
deutsch,männlich,Lovis Kuhn,455,2,53.5,dresden,TRUE
deutsch,männlich,Daniel Buschle,450,2,60,dresden,FALSE
arabisch,weiblich,Maryam Abedini,274.66,1,36.03,berlin,FALSE
polnisch,weiblich,Milena Adamowicz,274.66,1,36.03,berlin,FALSE
deutsch,weiblich,Nina Weiss,274.66,1,36.03,berlin,FALSE
deutsch,männlich,Daniel Buschle,890,1,32,münchen,TRUE
deutsch,männlich,Stephan Braun,309.64,3,57.34,magdeburg,TRUE
deutsch,männlich,Daniel Buschle,440,1,40,berlin,FALSE
arabisch,männlich,Ismail Hamed,440,1,40,berlin,TRUE
polnisch,weiblich,Milena Adamowicz,595,2,54,frankfurt,TRUE
polnisch,männlich,Mikolaj Janowski,242.5,2,46.82,leipzig,TRUE
